user_id,total_deposited,deposit_count,avg_deposit,first_deposit_time,last_deposit_time,unique_deposit_assets,total_withdrawn,withdrawal_count,avg_withdrawal,first_withdrawal_time,last_withdrawal_time,unique_withdrawal_assets,total_trade_volume_usd,trade_count,avg_trade_usd,unique_pairs_traded,first_trade_time,last_trade_time,deposit_withdrawal_ratio,withdrawal_deposit_ratio,hours_deposit_to_withdrawal,trade_to_deposit_ratio,total_unique_assets,activity_frequency,is_suspicious,low_volume_trader,kenya_trader,campaign_target
1001-11011-1521-1971-1101,363.01,3.0,121.00333333333333,2025-01-17 19:42:31.770431+00:00,2025-01-18 09:06:54.058994+00:00,1.0,493800.0,10.0,49380.0,2025-01-17 19:48:34.302464+00:00,2025-01-18 13:01:00.713082+00:00,1.0,461.73762,4,115.434405,1,2024-12-01 16:00:52.347480+00:00,2024-12-07 08:23:44.769398+00:00,0.0007351356824625354,1360.293104873144,0.1007033425,1907.9541334949452,2.0,17.0,0,True,0,0
1001-11011-1521-1971-149,0.0,0.0,0.0,0,0,0.0,9963.08406,2.0,4981.54203,2025-01-17 14:41:44.208102+00:00,2025-01-17 19:57:47.879232+00:00,2.0,19.852780000000003,2,9.926390000000001,1,2024-12-02 11:35:40.074529+00:00,2024-12-03 18:44:27.903097+00:00,0.0,0.0,999.0,0.0,2.0,4.0,0,True,0,0
1001-11011-1521-1971-156,0.0,0.0,0.0,0,0,0.0,110018.0,3.0,36672.666666666664,2025-01-17 16:42:07.346209+00:00,2025-01-18 12:31:10.405886+00:00,1.0,220.13828666666666,2,110.06914333333333,1,2024-11-29 12:07:47.234325+00:00,2024-12-05 04:46:15.202454+00:00,0.0,0.0,999.0,0.0,1.0,5.0,0,True,0,0
1001-11011-1521-1971-197,500000.0,1.0,500000.0,2025-01-18 12:10:44.270821+00:00,2025-01-18 12:10:44.270821+00:00,1.0,909.0,1.0,909.0,2025-01-18 12:12:52.178858+00:00,2025-01-18 12:12:52.178858+00:00,1.0,533.9900733333333,1,533.9900733333333,1,2024-12-05 04:06:24.051254+00:00,2024-12-05 04:06:24.051254+00:00,550.05500550055,0.001818,0.035530010277777774,1.60197022,2.0,3.0,0,False,0,0
1001-11011-1521-1981-155,0.0,0.0,0.0,0,0,0.0,1200.0,1.0,1200.0,2025-03-12 13:36:13.306677+00:00,2025-03-12 13:36:13.306677+00:00,1.0,170.16645333333332,1,170.16645333333332,1,2024-11-30 06:24:04.708978+00:00,2024-11-30 06:24:04.708978+00:00,0.0,0.0,999.0,0.0,1.0,2.0,0,False,0,0
1001-11011-1521-1981-156,0.0,0.0,0.0,0,0,0.0,46000.0,3.0,15333.333333333334,2025-01-17 23:00:14.554588+00:00,2025-05-08 15:15:13.828632+00:00,1.0,34.70142666666666,1,34.70142666666666,1,2025-03-11 17:43:10.521485+00:00,2025-03-11 17:43:10.521485+00:00,0.0,0.0,999.0,0.0,1.0,4.0,0,False,0,0
1001-11021-1521-1571-156,0.0,0.0,0.0,0,0,0.0,20300.0,3.0,6766.666666666667,2025-01-17 18:38:24.296102+00:00,2025-01-18 12:00:05.589456+00:00,1.0,41.974286666666664,6,6.995714444444444,1,2024-11-30 18:50:14.853970+00:00,2024-12-11 11:10:26.264956+00:00,0.0,0.0,999.0,0.0,1.0,9.0,0,True,0,0
1001-11021-1521-1971-1100,0.02652309,3.0,0.00884103,2025-01-17 23:20:21.301786+00:00,2025-01-18 12:44:29.673473+00:00,1.0,276200.0,9.0,30688.88888888889,2025-01-17 17:55:46.958467+00:00,2025-03-12 17:42:52.910578+00:00,1.0,91.06948,1,91.06948,1,2024-12-09 12:08:34.104440+00:00,2024-12-09 12:08:34.104440+00:00,9.602856625633599e-08,10413567.951547123,-5.4095398108333335,5150388.585945304,2.0,13.0,0,False,0,0
1001-11021-1521-1971-199,0.0,0.0,0.0,0,0,0.0,82500.0,3.0,27500.0,2025-01-18 12:33:24.554023+00:00,2025-03-12 11:54:00.719411+00:00,1.0,790.2057866666667,1,790.2057866666667,1,2024-11-30 06:26:41.210935+00:00,2024-11-30 06:26:41.210935+00:00,0.0,0.0,999.0,0.0,1.0,4.0,0,False,0,0
1001-11021-1521-1981-155,0.0,0.0,0.0,0,0,0.0,5000.0,1.0,5000.0,2025-03-12 15:25:00.476832+00:00,2025-03-12 15:25:00.476832+00:00,1.0,583.54856,1,583.54856,1,2024-11-27 21:12:10.005948+00:00,2024-11-27 21:12:10.005948+00:00,0.0,0.0,999.0,0.0,1.0,2.0,0,False,0,0
1001-1481-1521-1561-149,0.00267668,1.0,0.00267668,2025-01-18 01:47:01.003443+00:00,2025-01-18 01:47:01.003443+00:00,1.0,50000.0,1.0,50000.0,2025-01-17 23:07:55.900016+00:00,2025-01-17 23:07:55.900016+00:00,1.0,33.343399999999995,1,33.343399999999995,1,2024-11-28 16:21:03.257126+00:00,2024-11-28 16:21:03.257126+00:00,5.35336e-08,18679857.136452623,-2.651417618611111,18685498.453307826,2.0,3.0,0,False,0,0
1001-1481-1521-1971-1102,0.0,0.0,0.0,0,0,0.0,5892.0,1.0,5892.0,2025-01-18 10:00:14.285729+00:00,2025-01-18 10:00:14.285729+00:00,1.0,16.228540000000002,1,16.228540000000002,1,2024-12-11 07:49:07.649690+00:00,2024-12-11 07:49:07.649690+00:00,0.0,0.0,999.0,0.0,1.0,2.0,0,False,0,0
1001-1481-1521-1971-156,0.0,0.0,0.0,0,0,0.0,80000.0,2.0,40000.0,2025-01-17 17:32:13.649493+00:00,2025-01-17 18:47:29.774691+00:00,1.0,24.256553333333333,1,24.256553333333333,1,2024-12-01 15:57:09.541217+00:00,2024-12-01 15:57:09.541217+00:00,0.0,0.0,999.0,0.0,1.0,3.0,0,False,0,0
1001-1491-1521-1561-156,0.00070991,1.0,0.00070991,2025-01-18 12:19:52.308774+00:00,2025-01-18 12:19:52.308774+00:00,1.0,30000.0,2.0,15000.0,2025-01-18 12:44:34.389340+00:00,2025-03-12 12:07:57.095355+00:00,1.0,186.5177733333333,1,186.5177733333333,1,2024-12-02 11:39:10.196828+00:00,2024-12-02 11:39:10.196828+00:00,2.3663666666666667e-08,42258877.885929205,0.4116890461111111,394101590.34243774,2.0,4.0,0,False,0,0
1001-1491-1521-1571-198,0.0,0.0,0.0,0,0,0.0,20000.0,2.0,10000.0,2025-01-17 21:18:23.916412+00:00,2025-01-17 21:43:54.269132+00:00,1.0,121.15914,4,30.289785,3,2024-11-29 11:37:11.845379+00:00,2024-12-10 13:16:31.006102+00:00,0.0,0.0,999.0,0.0,1.0,6.0,0,True,0,0
1001-1491-1521-1981-1100,0.0,0.0,0.0,0,0,0.0,10100.0,2.0,5050.0,2025-01-17 14:42:02.030150+00:00,2025-01-17 19:10:24.576281+00:00,1.0,0.6594333333333333,1,0.6594333333333333,1,2024-11-30 18:56:46.737542+00:00,2024-11-30 18:56:46.737542+00:00,0.0,0.0,999.0,0.0,1.0,3.0,0,False,0,0
1001-1501-1521-1561-1101,0.0,0.0,0.0,0,0,0.0,33473.0,1.0,33473.0,2025-04-01 12:00:08.148905+00:00,2025-04-01 12:00:08.148905+00:00,1.0,10.59848,1,10.59848,1,2024-11-30 19:35:24.966645+00:00,2024-11-30 19:35:24.966645+00:00,0.0,0.0,999.0,0.0,1.0,2.0,0,False,0,0
1001-1501-1521-1981-197,0.00024376,1.0,0.00024376,2025-03-12 17:38:28.024200+00:00,2025-03-12 17:38:28.024200+00:00,1.0,0.0,0.0,0.0,0,0,0.0,18.247206666666667,1,18.247206666666667,1,2024-12-03 00:59:45.648914+00:00,2024-12-03 00:59:45.648914+00:00,999.0,0.0,999.0,112285895.96324253,1.0,2.0,0,False,0,0
1001-1511-1521-1561-1101,0.00957325,1.0,0.00957325,2025-01-18 01:57:12.608121+00:00,2025-01-18 01:57:12.608121+00:00,1.0,450000.0,4.0,112500.0,2025-01-17 14:49:10.372127+00:00,2025-01-18 07:57:56.919919+00:00,1.0,163.67576666666668,1,163.67576666666668,1,2024-12-03 18:01:40.979926+00:00,2024-12-03 18:01:40.979926+00:00,2.1273888888888888e-08,47005980.20525945,-11.133954442777778,25645799.49337999,2.0,6.0,0,False,0,0
1001-1511-1521-1561-149,16.4,1.0,16.4,2025-01-18 01:59:36.607518+00:00,2025-01-18 01:59:36.607518+00:00,1.0,26830.0,1.0,26830.0,2025-01-18 09:42:20.091743+00:00,2025-01-18 09:42:20.091743+00:00,1.0,15.464166666666667,1,15.464166666666667,1,2024-11-28 16:35:52.282981+00:00,2024-11-28 16:35:52.282981+00:00,0.0006112560566530003,1635.9756097560978,7.7120789513888885,1414.4054878048782,2.0,3.0,0,False,0,0
1001-1511-1521-1561-151,0.0,0.0,0.0,0,0,0.0,73300.0,2.0,36650.0,2025-01-18 10:22:36.594058+00:00,2025-03-12 16:35:58.926319+00:00,1.0,136.65958,2,68.32979,1,2024-12-01 16:04:33.854118+00:00,2024-12-02 10:57:13.011048+00:00,0.0,0.0,999.0,0.0,1.0,4.0,0,True,0,0
1001-1511-1521-1561-157,131.28,1.0,131.28,2025-01-18 02:33:36.962801+00:00,2025-01-18 02:33:36.962801+00:00,1.0,172000.0,4.0,43000.0,2025-01-18 02:49:51.699416+00:00,2025-01-18 09:30:11.806670+00:00,1.0,45.560113333333334,1,45.560113333333334,1,2024-12-07 07:47:06.472950+00:00,2024-12-07 07:47:06.472950+00:00,0.0007632558139534884,1310.1767215112736,0.27076017083333337,520.5680225472273,2.0,6.0,0,False,0,0
1001-1511-1521-1561-198,5.364528,1.0,5.364528,2025-01-17 21:10:36.547582+00:00,2025-01-17 21:10:36.547582+00:00,1.0,0.0,0.0,0.0,0,0,0.0,19.448366666666665,1,19.448366666666665,1,2024-12-06 13:20:45.639647+00:00,2024-12-06 13:20:45.639647+00:00,999.0,0.0,999.0,5438.0459939812035,1.0,2.0,0,False,0,0
1001-1511-1521-1981-197,0.0,0.0,0.0,0,0,0.0,50933.0,5.0,10186.6,2025-01-17 17:35:16.495993+00:00,2025-01-18 00:06:21.970377+00:00,1.0,8.714806666666666,2,4.357403333333333,1,2024-12-03 18:23:25.383533+00:00,2024-12-06 13:32:25.873415+00:00,0.0,0.0,999.0,0.0,1.0,7.0,0,True,0,0
1001-1521-1521-1561-148,140.0,3.0,46.666666666666664,2025-01-18 11:22:58.444171+00:00,2025-01-18 12:21:15.919698+00:00,1.0,25200.0,2.0,12600.0,2025-01-18 10:18:12.182509+00:00,2025-03-12 12:16:29.318453+00:00,1.0,33.1696,1,33.1696,1,2024-12-11 11:11:38.439284+00:00,2024-12-11 11:11:38.439284+00:00,0.005555555555555556,180.0,-1.0795171283333334,355.3885714285714,2.0,6.0,0,False,0,0
1001-1521-1521-1571-1101,0.001832,1.0,0.001832,2025-01-17 22:10:52.296791+00:00,2025-01-17 22:10:52.296791+00:00,1.0,0.0,0.0,0.0,0,0,0.0,139.64938,1,139.64938,1,2024-12-05 05:40:16.410212+00:00,2024-12-05 05:40:16.410212+00:00,999.0,0.0,999.0,114341741.26637554,1.0,2.0,0,False,0,0
1001-1521-1521-1571-149,0.00380095,1.0,0.00380095,2025-01-17 17:24:57.669934+00:00,2025-01-17 17:24:57.669934+00:00,1.0,387400.0,12.0,32283.333333333332,2025-01-17 18:22:48.095705+00:00,2025-01-18 12:45:34.020662+00:00,1.0,87.99936666666667,3,29.333122222222226,1,2024-11-30 19:39:19.561162+00:00,2024-12-08 17:46:17.614405+00:00,9.811435209086216e-09,101921887.94906537,0.9640071586111112,34727910.12773123,2.0,16.0,0,True,0,0
1001-1521-1521-1971-1102,0.34901425,2.0,0.174507125,2025-03-12 13:53:23.207490+00:00,2025-03-12 16:58:05.509166+00:00,1.0,62835.0,3.0,20945.0,2025-03-12 13:27:11.766058+00:00,2025-03-12 17:06:01.952423+00:00,1.0,359.28469333333334,5,71.85693866666666,4,2024-11-27 20:51:34.258095+00:00,2024-12-10 20:02:11.371201+00:00,5.554456115222408e-06,180035.6289177304,-0.4365115088888889,1544140.5042917302,2.0,10.0,0,True,0,0
1001-1531-1521-1571-149,103.99012882,4.0,25.997532205,2025-01-17 17:50:49.847923+00:00,2025-01-18 04:18:38.384295+00:00,2.0,160709.0,4.0,40177.25,2025-01-17 17:59:12.743733+00:00,2025-01-18 10:50:46.520951+00:00,1.0,8.643793333333333,1,8.643793333333333,1,2024-12-09 23:35:10.733161+00:00,2024-12-09 23:35:10.733161+00:00,0.000647070971880853,1545.4255305152724,0.13969328055555555,124.68193036324388,3.0,9.0,0,False,0,0
1001-1531-1521-1971-150,0.0,0.0,0.0,0,0,0.0,23981.0,2.0,11990.5,2025-01-18 06:24:40.221168+00:00,2025-01-18 06:41:59.227151+00:00,1.0,33.310433333333336,3,11.103477777777778,1,2024-12-06 12:49:46.591133+00:00,2024-12-08 17:15:12.113598+00:00,0.0,0.0,999.0,0.0,1.0,5.0,0,True,0,0
1001-1531-1521-1971-199,0.0,0.0,0.0,0,0,0.0,44561.0,2.0,22280.5,2025-03-12 12:34:07.546428+00:00,2025-03-12 15:22:42.735631+00:00,1.0,7.176153333333333,1,7.176153333333333,1,2024-11-30 18:44:31.622426+00:00,2024-11-30 18:44:31.622426+00:00,0.0,0.0,999.0,0.0,1.0,3.0,0,False,0,0
1001-1531-1521-1981-153,0.03881594,1.0,0.03881594,2025-01-18 10:52:41.966661+00:00,2025-01-18 10:52:41.966661+00:00,1.0,7894.0,1.0,7894.0,2025-01-18 11:56:18.670098+00:00,2025-01-18 11:56:18.670098+00:00,1.0,3.87842,1,3.87842,1,2024-11-28 16:34:54.091972+00:00,2024-11-28 16:34:54.091972+00:00,4.917144666835572e-06,203370.058795433,1.0601953991666666,149877.34420446857,2.0,3.0,0,False,0,0
1001-1551-1521-1561-148,0.0,0.0,0.0,0,0,0.0,5772.0,1.0,5772.0,2025-04-01 12:29:13.913699+00:00,2025-04-01 12:29:13.913699+00:00,1.0,104.72065333333333,2,52.360326666666666,1,2024-12-02 11:46:12.326053+00:00,2024-12-05 17:56:41.979178+00:00,0.0,0.0,999.0,0.0,1.0,3.0,0,True,0,0
1001-1551-1521-1571-148,590.94222624,2.0,295.47111312,2025-01-17 15:41:25.866202+00:00,2025-03-12 16:19:09.029474+00:00,1.0,957476.0,2.0,478738.0,2025-01-17 15:46:31.040598+00:00,2025-03-12 16:29:30.717789+00:00,1.0,335.65651333333335,3,111.88550444444445,2,2024-11-28 16:15:02.663442+00:00,2024-12-06 13:31:01.998058+00:00,0.0006171875078226503,1620.2531440207817,0.08477066555555555,852.0033729922005,2.0,7.0,0,True,0,0
1001-1551-1521-1981-149,0.01104715,6.0,0.0018411916666666668,2025-01-17 22:47:32.564795+00:00,2025-01-18 01:57:14.384972+00:00,1.0,1060000.0,1.0,1060000.0,2025-01-18 02:47:33.572696+00:00,2025-01-18 02:47:33.572696+00:00,1.0,22.630546666666667,1,22.630546666666667,1,2024-11-30 04:26:41.711072+00:00,2024-11-30 04:26:41.711072+00:00,1.0421839622641509e-08,95952349.70105411,4.0002799725000004,3072812.4448387143,2.0,8.0,0,False,0,0
1001-1551-1521-1981-199,0.00101066,1.0,0.00101066,2025-01-18 02:36:37.086566+00:00,2025-01-18 02:36:37.086566+00:00,1.0,85200.0,3.0,28400.0,2025-01-17 17:35:32.628700+00:00,2025-03-12 17:17:52.480890+00:00,1.0,665.28352,2,332.64176,1,2024-11-29 11:52:58.308126+00:00,2024-12-03 02:11:56.756937+00:00,1.1862206572769954e-08,84301347.63421921,-9.017904962777777,987399600.2612153,2.0,6.0,0,False,0,0
1001-1561-1521-1561-150,0.00034426,2.0,0.00017213,2025-01-17 22:18:11.315792+00:00,2025-01-18 00:50:57.472728+00:00,1.0,57674.0,2.0,28837.0,2025-01-17 22:27:43.967334+00:00,2025-01-18 00:59:16.979812+00:00,1.0,72.80920666666667,3,24.269735555555556,1,2024-11-27 20:59:01.568967+00:00,2024-12-07 21:00:47.862254+00:00,5.9690675174255294e-09,167530354.9642712,0.15906987277777776,317242229.71010286,2.0,7.0,0,True,0,0
1001-1561-1521-1971-154,0.0,0.0,0.0,0,0,0.0,32450.0,4.0,8112.5,2025-01-17 18:56:25.778035+00:00,2025-01-18 07:48:15.321935+00:00,1.0,59.99877333333333,1,59.99877333333333,1,2024-11-30 18:53:10.929360+00:00,2024-11-30 18:53:10.929360+00:00,0.0,0.0,999.0,0.0,1.0,5.0,0,False,0,0
1001-1571-1521-1571-150,0.0085552,1.0,0.0085552,2025-03-12 16:28:25.381010+00:00,2025-03-12 16:28:25.381010+00:00,1.0,0.0,0.0,0.0,0,0,0.0,2547.5976266666667,2,1273.7988133333333,1,2024-12-01 16:06:11.008820+00:00,2024-12-03 01:31:01.014923+00:00,999.0,0.0,999.0,446675289.8821769,1.0,3.0,0,False,0,0
1001-1571-1521-1971-153,0.0,0.0,0.0,0,0,0.0,20000.0,2.0,10000.0,2025-03-12 15:18:41.857479+00:00,2025-05-08 15:17:11.727270+00:00,1.0,60.56493333333333,1,60.56493333333333,1,2024-11-30 05:12:20.663482+00:00,2024-11-30 05:12:20.663482+00:00,0.0,0.0,999.0,0.0,1.0,3.0,0,False,0,0
1001-1571-1521-1971-154,0.0,0.0,0.0,0,0,0.0,16695.0,1.0,16695.0,2025-01-18 05:14:34.974963+00:00,2025-01-18 05:14:34.974963+00:00,1.0,33.439820000000005,1,33.439820000000005,1,2024-12-02 11:31:30.177897+00:00,2024-12-02 11:31:30.177897+00:00,0.0,0.0,999.0,0.0,1.0,2.0,0,False,0,0
1001-1571-1521-1971-156,0.0,0.0,0.0,0,0,0.0,110000.0,1.0,110000.0,2025-01-18 08:57:32.789383+00:00,2025-01-18 08:57:32.789383+00:00,1.0,2792.99454,3,930.99818,2,2024-11-30 06:25:07.585401+00:00,2024-11-30 19:05:28.336178+00:00,0.0,0.0,999.0,0.0,1.0,4.0,0,False,0,0
1001-1571-1521-1981-157,0.0,0.0,0.0,0,0,0.0,10200.0,1.0,10200.0,2025-01-18 10:53:46.886279+00:00,2025-01-18 10:53:46.886279+00:00,1.0,36.09044,3,12.030146666666667,1,2024-11-28 16:40:51.977198+00:00,2024-12-11 07:24:46.313848+00:00,0.0,0.0,999.0,0.0,1.0,4.0,0,True,0,0
1001-1971-1521-1561-148,0.00028145000000000004,2.0,0.00014072500000000002,2025-01-17 15:22:37.785632+00:00,2025-01-18 09:51:19.944552+00:00,1.0,45255.0,2.0,22627.5,2025-01-17 15:30:46.487898+00:00,2025-01-18 09:59:06.953030+00:00,1.0,2588.01946,7,369.7170657142857,3,2024-11-28 16:14:20.699536+00:00,2024-12-10 20:19:32.904817+00:00,6.21920229808861e-09,160792325.45745245,0.13575062944444444,13792962124.711313,2.0,11.0,0,False,0,0
1001-1971-1521-1561-151,50.0,1.0,50.0,2025-01-17 15:24:24.485386+00:00,2025-01-17 15:24:24.485386+00:00,1.0,102500.0,6.0,17083.333333333332,2025-01-17 15:04:46.795165+00:00,2025-01-18 10:22:56.448187+00:00,1.0,10.557866666666666,1,10.557866666666666,1,2024-12-08 17:52:41.874958+00:00,2024-12-08 17:52:41.874958+00:00,0.0004878048780487805,2050.0,-0.32713617250000004,316.736,2.0,8.0,0,False,0,0
1001-1971-1521-1571-150,0.0,0.0,0.0,0,0,0.0,4000.0,1.0,4000.0,2025-03-12 14:12:41.047007+00:00,2025-03-12 14:12:41.047007+00:00,1.0,71.99833333333333,2,35.99916666666667,2,2024-11-28 16:18:29.234271+00:00,2024-11-28 16:33:12.394776+00:00,0.0,0.0,999.0,0.0,1.0,3.0,0,True,0,0
1001-1971-1521-1971-148,0.0,0.0,0.0,0,0,0.0,27300.0,3.0,9100.0,2025-01-17 16:49:33.937353+00:00,2025-01-18 09:27:20.497721+00:00,1.0,50.378813333333326,3,16.792937777777777,1,2024-11-30 05:47:46.790387+00:00,2024-12-10 20:06:08.791014+00:00,0.0,0.0,999.0,0.0,1.0,6.0,0,True,0,0
1001-1971-1521-1981-1102,0.0011557,2.0,0.00057785,2025-01-17 19:11:03.947987+00:00,2025-01-18 10:52:26.792727+00:00,1.0,230000.0,8.0,28750.0,2025-01-17 15:04:04.310938+00:00,2025-01-18 11:16:04.390334+00:00,1.0,51.815286666666665,1,51.815286666666665,1,2024-12-08 18:04:10.015115+00:00,2024-12-08 18:04:10.015115+00:00,5.024782608695652e-09,199013584.8403565,-4.116565846944445,67251821.40693952,2.0,11.0,0,False,0,0
1001-1971-1521-1981-154,0.00240844,2.0,0.00120422,2025-03-12 13:04:31.951263+00:00,2025-03-12 17:37:54.559228+00:00,1.0,75000.0,1.0,75000.0,2025-03-12 15:29:53.523416+00:00,2025-03-12 15:29:53.523416+00:00,1.0,48.22634666666667,1,48.22634666666667,1,2024-12-10 20:19:47.320791+00:00,2024-12-10 20:19:47.320791+00:00,3.211253333333333e-08,31140489.27936756,2.4226589313888884,30035840.627127934,2.0,4.0,0,False,0,0
1001-1971-1521-1981-198,50.0,1.0,50.0,2025-01-18 09:46:47.767331+00:00,2025-01-18 09:46:47.767331+00:00,1.0,0.0,0.0,0.0,0,0,0.0,19.981013333333333,2,9.990506666666667,1,2024-12-06 13:43:19.453658+00:00,2024-12-10 13:25:49.228082+00:00,999.0,0.0,999.0,599.4304,1.0,3.0,0,True,0,0
1001-1981-1521-1561-154,89.777732,3.0,29.925910666666667,2025-01-17 17:25:46.224810+00:00,2025-01-18 02:28:35.289549+00:00,1.0,28000.0,3.0,9333.333333333334,2025-01-17 21:08:09.575725+00:00,2025-01-18 09:05:04.627143+00:00,1.0,28.16209333333333,1,28.16209333333333,1,2024-12-05 18:19:48.587953+00:00,2024-12-05 18:19:48.587953+00:00,0.0032063475714285716,311.8813471474196,3.706486365277778,470.53026467632304,2.0,7.0,0,False,0,0
1001-1981-1521-1571-1101,152.00061361,2.0,76.000306805,2025-03-12 11:18:49.566020+00:00,2025-03-12 12:12:38.311435+00:00,2.0,133980.0,6.0,22330.0,2025-01-17 17:17:36.405696+00:00,2025-03-12 15:37:15.607681+00:00,1.0,65.76758666666666,4,16.441896666666665,2,2024-12-02 11:01:18.416978+00:00,2024-12-11 14:22:44.051057+00:00,0.00113450226608449,881.4438101135769,-1290.020322312222,649.0196168096903,3.0,12.0,0,True,0,0
1001-1981-1521-1571-153,0.0,0.0,0.0,0,0,0.0,49900.0,6.0,8316.666666666666,2025-01-17 15:51:36.525840+00:00,2025-01-18 08:19:11.362550+00:00,1.0,24.48184666666667,5,4.896369333333334,1,2024-11-27 20:49:04.402104+00:00,2024-12-11 11:11:51.448562+00:00,0.0,0.0,999.0,0.0,1.0,11.0,0,True,0,0
